numero_chapitre;chapitre;énoncé;nb_sortie;reponse;
12;Premier principe de la thermodynamique;Expression du travail force de pression;0;δW = -Pₑₓₜ dV;
12;Premier principe de la thermodynamique;Relation de Mayer (Cᵥ / Cₚ);0;Cp - Cv = nR ;
12;Premier principe de la thermodynamique;Expression du Transfert thermique par conduction en regime stationnaire;0;φ₁⟶₂ = (T1 - T2) / Rₜₕ;
12;Premier principe de la thermodynamique;Expression du Transfert thermique conducto-convectif : loi de Newton;0;φₛ⟶f = hS(Ts - Tf);
12;Premier principe de la thermodynamique;définition de l'enthalpie;0;H = U + PV;
12;Premier principe de la thermodynamique;premier principe avec l'enthalpie pour une transformation isobare reversible;0;ΔH = Q + W (autre que celui de pression);
12;Premier principe de la thermodynamique;rapport gamma thermo;0;gamma = Cp / Cv ;
12;Premier principe de la thermodynamique;Relations de Laplace et hypothèses ?;0;Pour une transformation adiabatique réversible, PVᵞ = cte : TVᵞ⁻¹ = cte : TᵞP¹⁻ᵞ = cte;
13;Regime sinusoidal force ;Valeur efficace;0;Xeff = √(<x(t)>²)= √(( 1/T * ∫₀ᵀ x(t)dt)²) ;
13;Regime sinusoidal force ;Définition de l'Impedence d'un dipôle;0; U̱ = ̱Z ̱I;
13;Regime sinusoidal force ;définition de l'admittance;0;̱Y + 1 / ̱Z;
13;Regime sinusoidal force ;Lois de Kirchhoff;0;loi des noeuds : ∑̱I = 0 et loi des mailles ∑̱U = 0 ;
13;Regime sinusoidal force ;impedence equivalente en serie / dérivation ;0;En serie ̱Zeq = ∑̱Z, parallèle ̱Yeq = ̱∑̱Y = 1 / Ẕeq = ∑1/Ẕ ;
14;Filtrage lineaire;Fonction de transfert d'une filtre;0;̱H = ̱S / ̱E= ̱s(t) / ̱e(t);
14;Filtrage lineaire;méthode pour déterminer le signal de sortie s(t) d'un Circuit linéraire à une entrée e(t) périodique;0;En vertu du principe de superposition, On décompose d'abord e(t) = ∑eᵢ(t) (eᵢ signal sinusoidaux), On détermine chaque sᵢ(t) signal de sortie pour une entrée eᵢ(t) seule, on obtient s(t) = ∑sᵢ(t);
14;Filtrage lineaire;gain en fonction de H̱;0;̱H = G * exp(j * ϕ);
14;Filtrage lineaire;gain en decibels;0;G_db = 20 log(G) = 20 log |H|;
14;Filtrage lineaire;fonction de transfert d'un Filtre passe-bas (1 ordre) ;0;̱H(x) = H₀ * 1/(1+jx);
14;Filtrage lineaire;fonction de transfert d'un Filtre passe-haut (1 ordre);0;̱H(x) = H₀ * jx /(1+jx);
14;Filtrage lineaire;pulsations de coupure en fonctions des grandeurs caractéristique du filtre;0;ω₀ = sqrt(w1 * w2) , Δw = ω₀/Q;
14;Filtrage lineaire;fonction de transfert d'un filtre passe-bas (2nd ordre);0;\underline{H(x)} = H0 * 1/(1+ j(x/Q) - x**2) = H0 * -(jQ/x) / (1+jQ(x - 1/x));
14;Filtrage lineaire;fonction de transfert d'un filtre passe-haut (2nd ordre);0;\underline{H(x)} = H0 * -x**2/(1+ j(x/Q) - x**2) = H0 * jQx / (1+jQ(x - 1/x));
14;Filtrage lineaire;fonction de transfert d'un filtre passe-bande ;0;\underline{H(x)} = H0 * j(x/Q) /(1+ j(x/Q) - x**2) = H0 * 1 / (1+jQ(x - 1/x));
15;Moment cinétique , Force centrale;Moment cinétique d'un point matériel par rapport à un point;0;Lₒ(M) = OM ^ mv(M) = OM ^ p(M) ;
15;Moment cinétique , Force centrale;Moment cinétique scalaire d'un point materiel par rapport à un axe orienté selon z;0;Lz (M) = Lo(M) ⋅ e_z = (m OM ^ v) ⋅ e_z;
15;Moment cinétique , Force centrale;Moment vectoriel d'une force par rapport à un point;0;Mₒ(F) = OM ^ F;
15;Moment cinétique , Force centrale;Moment scalire d'une force par rapport à un axe oriente;0;M_z(F) = Mₒ(F) ⋅ e_z = (OM ^ F) ⋅ Ez;
15;Moment cinétique , Force centrale;Moment scalire d'une force par rapport à un axe oriente (bras de levier) ;0;Mz(F) = + ou - d|F| (signe par règle de la main droite);
15;Moment cinétique , Force centrale;Théoreme du moment cinétique pour un point materiel ;0;dLₒ/dt = ∑Mₒ(F) ;
15;Moment cinétique , Force centrale;Energie potentielle effective de gravitation;0;Ep,eff(r) = 1/2 * m C²/r² + Ep(r);
15;Moment cinétique , Force centrale;Expréssion de la constante des aires (démo de la Loi des aires);0;r² θ̇  = C = cte;
15;Moment cinétique , Force centrale;1ere loi de Kepler (trajectoire planete) ;0;Les planètes décrivent des trajectoires elliptiques, dont le soleil est l'un des foyers;
15;Moment cinétique , Force centrale;2eme loi de Kepler (air balaye) ;0;Le vecteur Soleil - planète balaie des aires egales pendant des intervalles de temps égaux ;
15;Moment cinétique , Force centrale;3eme loi de Kepler (periode et demi-grand angle);0;La période T et le demi-grand axe a sont tels que le rapport T^2 / a^3 a la meme valeur pour toutes les planetes T² / a³ = 4pi² /GMₛ;
16;Mouvement d'un solide;vitesse et accélération angulaire;0;v = θ̇ , a = θ̈ ;
16;Mouvement d'un solide;Moment cinétique d'un solide en rotation autour d'un axe fixe (z par exemple);0;Lz (S) = Jz ω (ω vitesse angulaire et Jz moment d'inertie);
16;Mouvement d'un solide;Moment d'inertie;0;Jz = ∫ₛ d ⋅ M ⋅ rz² (rz distance de chaque point du solide a l'axe z);
16;Mouvement d'un solide;Energie cinétique d'un solide en rotation autour d'un axe fixe;0;Ec(S) = 1/2 * Jz * ω^2;
16;Mouvement d'un solide;Moment d'un couple par rapport à un axe;0;Mcouple = + ou -  dF;
16;Mouvement d'un solide;Theoreme du moment cinétique pour un solide autour d'un axe fixe z;0;Jz dω/dt = ∑ Mz ext ;
16;Mouvement d'un solide;Puissance et travail en fonction du moment cinétique;0;P = Mz ⋅ ω , W = ∫Mz dθ;
16;Mouvement d'un solide;TEC solide;0;1/2 Jz ( ωf² - ωi²) = ∑Wi->f ;
17;Deuxieme principe de la thermodynamique;Deuxieme principe de la thermo;0; ΔS = Se + Sc ;
17;Deuxieme principe de la thermodynamique;Entropie échangée Se = ?;0;Se = ∑ Qi / Tth,i ;
17;Deuxieme principe de la thermodynamique;Signe de l'Entropie cree Sc = ? ;0;Sc ≥ 0 et Sc = 0 si la transformation est reversible ;
17;Deuxieme principe de la thermodynamique;Pour un gaz parfait S = ? Et ΔS = ? (ΔS non exigible une phase non incompressible et indilatable);0;S = nR / (γ - 1) × ln(T) + nR × ln(V) +cte => ΔS = nR / (γ - 1 ) * ln (Tf / Ti) + nR ln(Vf/Vi) ;
17;Deuxieme principe de la thermodynamique;Pour une phase condensee idealle (C = cte) \Delta S = ? ;0;ΔS = Cln (Tf / Ti);
18;Transition de phase ;Dimension enthalpie massique de transition de phase;0;sa dimension est L²T⁻² et son unité le J / kg;
18;Transition de phase ;Entropie massique de transition de phase ;0;Δ1⟶2 s(T) = Δ1⟶2 h(T) / T;
19;Machines thermiques;Principes thermos sur un cycle (machines thermiques) ;0;W + ∑Q = 0 et ∑Qi / Ti < ou = 0 ;
19;Machines thermiques;Performance d'une machine thermique formule général;0;∑transfert énergetique désires / ∑ transferts énergetiques dépenses ;
19;Machines thermiques;rendement moteur ditherme;0;η = -W / Qc;
19;Machines thermiques;rendement de Carnot;0;nc = 1 - Tf / Tc;
19;Machines thermiques;rendement machine frigorifique (efficacite et et efficacite de Carnot) ;0;e = Qf / W et ec = Tf / (Tc - Tf );
20;Champ magnétique;moment magnétique;0;m = ISn (n oriente selon le courant);
20;Champ magnétique;Force de Laplace;0;la force élementaire dF = idl ⋅ B et donc F = ∫idl ⋅ B;
20;Champ magnétique;Moment des forces de Laplace ;0;M = m ^ B ;
21;Induction electromagnétique;Flux du champ magnétique au travers d'une surface S;0;φ = ∬ₛ B ⋅ dSn;
21;Induction electromagnétique;Loi de Faraday ;0;eind = - dφ / dt;
21;Induction electromagnétique;Inductance propre L ;0;φ = L × i ;
21;Induction electromagnétique;inductance mutuelle;0;φ₁₂ = M × i₁ et φ₂₁ = M × i₂ avec M coeff d'inductance mutuelle;
21;Induction electromagnétique;FEM d'induction de deux circuits couples;0;e1.ind = -L1 * di1 / dt - M * di2 / dt et e2.ind = -L2 * d i2 / dt + M * di1 / dt;
21;Induction electromagnétique;Force de Laplace dans les rails et fem;0;F = + ou -  i⋅B⋅l ey et eind = + ou - v⋅B⋅l ;
21;Induction electromagnétique;FEM spire rectangulaire en rotation;0;eind = B⋅S⋅ω⋅sin(ωt);
22;Introdution a la physique quantique;Energie photons;0;E = hv ;
22;Introdution a la physique quantique;quantite de mouvement photons;0;P = ̅h × k = h/lambda × e (̅h = h/2pi, k vecteur d'onde orienté par e dans le sens de propagation de la lumière );
22;Introdution a la physique quantique;longueur d'onde de matière (de Broglie);0;lambda = h / p ;
22;Introdution a la physique quantique;"Energie cinétique d'un photoélectron";0;Ec = hv - W = h(v - vs) ;
22;Introdution a la physique quantique;"Moment cinétique orbital de l'electron";0;‖Lₒ(M)‖ = n ⋅ ̅h avec ̅h = h / 2pi ;
