numero_chapitre;chapitre;énoncé;nb_sortie;reponse;
5;espaces vectoriels normés;ouverts stables par union/intersection finie/quelconque ?;0;;
5;espaces vectoriels normés;définition d'un fermé;0;;
5;espaces vectoriels normés;fermés stables par union/intersection finie/quelconque ?;0;;
5;espaces vectoriels normés;définition de la distance d'un point à une partie;0;;
5;espaces vectoriels normés;un singleton est ouvert ? Fermé ?;0;;
5;espaces vectoriels normés;caractérisation séquentielle d'un fermé;0;;
5;espaces vectoriels normés;définition d'un point intérieur à une partie;0;;
5;espaces vectoriels normés;définition d'un point adhérent à une partie;0;;
5;espaces vectoriels normés;caractérisation séquentielle d'un point adhérent;0;;
5;espaces vectoriels normés;définition d'une partie dense;0;;
5;espaces vectoriels normés;l'adhérence d'une partie est un fermé ? Un ouvert ?;0;;
5;espaces vectoriels normés;l'intérieur d'une partie est un fermé ? Un ouvert ?;0;;
5;espaces vectoriels normés;équivalence des normes ?;0;;
5;espaces vectoriels normés;caractérisation séquentielle de la limite d'une fonction;0;;
5;espaces vectoriels normés;caractérisation séquentielle de la continuité;0;;
5;espaces vectoriels normés;comment montrer en pratique que 2 normes sont équivalentes ?;0;;
5;espaces vectoriels normés;comment montrer en pratique que 2 normes ne sont pas équivalentes (en dim infinie donc) ?;0;;
5;espaces vectoriels normés;énoncer le théorème de Heine;0;;
5;espaces vectoriels normés;définition de la continuité uniforme d'une fonction;0;;
5;espaces vectoriels normés;rapport entre continuité globale et continuité uniforme;0;;
5;espaces vectoriels normés;définition d'une partie convexe;0;;
5;espaces vectoriels normés;définition d'une fonction lipschitℤienne;0;;
5;espaces vectoriels normés;lien entre fonction lip. et continuité uniforme;0;;
5;espaces vectoriels normés;caractérisation de la continuité d'une application linéaire;0;;
5;espaces vectoriels normés;continuité d'une application linéaire en dimension ?...;0;;
5;espaces vectoriels normés;définition de la norme subordonnée d'une application linéaire;0;;
5;espaces vectoriels normés;pour une application linéaire u et un vecteur x, quel rapport entre les normes ‖u(x)‖, ‖x‖ et la norme subordonnée ⦀u⦀ ?;0;;
5;espaces vectoriels normés;quel rapport entre une valeur propre lambda d'un endomorphisme u et la norme subordonnée ⦀u⦀ ?;0;;
5;espaces vectoriels normés;que dire de la norme subordonnée ⦀u + v⦀  d'une somme ?;0;⦀u + v⦀ ≤ ⦀u⦀ × ⦀v⦀ par inégalité triangulaire;
5;espaces vectoriels normés;que dire de la norme subordonnée ⦀u ∘ v⦀  de la composée ?;0;⦀u ∘ v⦀ ≤ ⦀u⦀ × ⦀v⦀ par sous-multiplicité;
5;espaces vectoriels normés;définition d'un compact;0;A est compact si ∀(aₙ) ∈ Aᴺ, ∃ (aᵩ₍ₙ₎), aᵩ₍ₙ₎ ⟶ l ∈ A;
5;espaces vectoriels normés;Vrai / Faux : compact=fermé borné ?;0; Seulement en dimension finie, en dimension quelconque un compact est fermé et borné mais la réciproque n'est pas forcément vraie;
5;espaces vectoriels normés;une fonction continue sur un compact est ?;0;;
5;espaces vectoriels normés;GLₙ(ℝ) est fermé, ouvert, compact ?;0; GLₙ(ℝ) est un ouvert car GLₙ(ℝ) = det⁻¹(ℝ*) et ℝ* ouvert et det continue;
5;espaces vectoriels normés;pourquoi une boule fermée est-elle un fermé ?;0;;
5;espaces vectoriels normés;comment montrer en pratique qu'une partie est compacte ?;0;;
6;intégration intervalle quelconque;définition de l'intégrabilité d'une fonction  quelconque (réelle ou complexe);0;;
6;intégration intervalle quelconque;définition de l'intégrale de f sur [a,+∞[ converge;0;;
6;intégration intervalle quelconque;convergence de l'intégrale de 1/x^a sur [1,+∞[  ?;0;;
6;intégration intervalle quelconque;convergence de l'intégrale de e^{-ax} sur [0,+∞[ (et valeur éventuelle) ?;0;;
6;intégration intervalle quelconque;si f est intégrable sur [a, +∞[, alors f tend vers 0 en + ∞ ?;0;;
6;intégration intervalle quelconque;La fonction ln est-elle intégrable sur ]0,1] ? Pourquoi ?;0;;
6;intégration intervalle quelconque;intégrabilité des fonctions de Riemann ?;0;;
6;intégration intervalle quelconque;énoncé d'un théorème de comparaison pour l'intégrabilité;0;;
6;intégration intervalle quelconque;rapport entre "fontion intégrable" et "limite finie de primitive" ?;0;;
6;intégration intervalle quelconque;exemple d'une fonction non intégrable qui a une limite finie de primitive ?;0;;
6;intégration intervalle quelconque;l'intégrale du sinus cardinal converge-t-elle entre 0 et +∞ ?;0;;
6;intégration intervalle quelconque;formule de changement de variable pour une intégrale sur un intervalle quelconque;0;;
6;intégration intervalle quelconque;intégration par parties sur un intervalle quelconque;0;;
6;intégration intervalle quelconque;comment étudier en pratique l'intégrabilité d'une fonction sur un intervalle ]a,b] (a réel) ?;0;;
6;intégration intervalle quelconque;si f est cont/morceaux sur ]0,1] et a une limite finie en 0, alors f est intégrable sur ]0,1] ?;0;;
6;intégration intervalle quelconque;si f est cont/morceaux et intégrable sur ]0,1], alors f a une limite finie en 0 ?;0;;
6;intégration intervalle quelconque;si f est cont/morceaux et intégrable sur ]0,1], alors f a une limite en 0 ?;0;;
7;fonctions vectorielles;dérivée de Lof si f est dérivable et L linéaire ?;0;;
7;fonctions vectorielles;dérivée de B(f,g) si f,g sont dérivables et B bilinéaire ?;0;;
7;fonctions vectorielles;dérivée de (f | g) ?;0;;
7;fonctions vectorielles;dérivée de ‖f‖² où ‖.‖ est une norme euclidienne ?;0;C'est (‖f‖²)' = 2(f'|f);
8;algèbre linéaire;énoncé théorème du rang;0; Pour f une application linéaire, l'image de f est isomorphe à tout supplémentaire du noyau;
8;algèbre linéaire;énoncé formule du rang;0; f ∈ L(E, F) et E de dimension finie, on a : dim(E) = dim(Ker(f)) + rg(f) ;
8;algèbre linéaire;définition d'un projecteur;0;;
8;algèbre linéaire;définition d'une somme de plusieurs s.e.v.;0;;
8;algèbre linéaire;définition d'une somme directe de plusieurs s.e.v.;0;;
8;algèbre linéaire;définition d'une famille libre (cas famille finie puis quelconque);0;;
8;algèbre linéaire;définition/caractérisation d'un Vect;0;;
8;algèbre linéaire;définition du rang d'une famille quelconque de vecteurs;0;;
8;algèbre linéaire;comment trouver en pratique l'image d'une application linéaire ?;0;;
8;algèbre linéaire;rapport entre projection vectorielle et symétrie;0;;
8;algèbre linéaire;comment caractériser un projecteur ?;0;;
8;algèbre linéaire;si la composée de 2 applications linéaires est nulle, que peut-on dire pour les images, noyaux ? Réciproque ?;0;;
8;algèbre linéaire;pour 2 applications linéaires, quel rapport entre Ker u et Ker vou ? Quel énoncé pour les images ?;0;;
8;algèbre linéaire;dimension d'une somme (directe) de sous-espaces vectoriels ?;0;;
8;algèbre linéaire;dimension de L(E,F) ? (pour E et F deux espaces vectoriels de dim finie);0;;
8;algèbre linéaire;Caractérisation des isomorphismes en dimension finie;0;;
9;matrices;dimension de An(K) ? Sn(K) ?;0;;
9;matrices;A quelle condition une matrice triangulaire est-elle inversible ?;0;;
9;matrices;expression des coefficients de la matrice produit A*B ?;0;;
9;matrices;rang d'une matrice diagonale en fonction de ses coefficients ?;0;;
9;matrices;trace d'un projecteur =? (en dimension finie);0;;
9;matrices;tr(AB)=tr(A) tr(B) ?;0;;
9;matrices;propriétés de la transposition des matrices;0;;
9;matrices;définition du rang d'une matrice;0;;
9;matrices;propriétés de la trace des matrices;0;;
9;matrices;que vaut le produit E₍ᵢ,ⱼ₎ × E₍ₖ,ₗ₎ ? (pour les matrices de la base canonique);0;;
9;matrices;pour des matrices inversibles, que vaut (A × B × C)⁻¹ ?;0;(A × B × C)⁻¹ = C⁻¹ × B⁻¹ × A⁻¹;
9;matrices;comment calculer en pratique l'inverse d'une petite matrice carrée inversible ?;0;;
9;matrices;en pratique, comment montrer que 2 matrices sont semblables ?;0;;
9;matrices;comment calculer en pratique le rang d'une petite matrice carrée ?;0;on fait des opérations élémentaires sur les lignes et les colonnes pour faire apparaitre Jᵣ;
9;matrices;définition de 2 matrices semblables;0;;
9;matrices;définition de 2 matrices équivalentes;0;;
9;matrices;2 matrices semblables ont même ?... Et la réciproque ?;0;;
9;matrices;2 matrices équivalentes ont même ?... Et la réciproque ?;0;;
10;déterminants;définition (formule) du déterminant d'une matrice;0;;
10;déterminants;définition en français du déterminant d'une matrice;0;;
10;déterminants;formule de développement suivant une ligne ou colonne d'un déterminant;0;;
10;déterminants;det(AB)=?;0;;
10;déterminants;calcul d'un déterminant triangulaire par bloc ?;0;;
10;déterminants;déterminant de Vandermonde;0;;
10;déterminants;formule avec la comatrice;0;C'est ∀ A ∈ Mₙ(𝕂), A × Com(A)ᵀ = Com(A)ᵀ × A = det(A) Iₙ;
10;déterminants;que devient le déterminant d'une matrice si on effectue une opération élémentaire ?;0;;
11;structures/arithmétique;définition d'une relation d'équivalence;0;;
11;structures/arithmétique;définition d'une relation d'ordre;0;;
11;structures/arithmétique;définition d'un groupe;0;;
11;structures/arithmétique;définition d'un anneau;0;;
11;structures/arithmétique;définition d'un corps;0;;
11;structures/arithmétique;définition d'un espace vectoriel;0;;
11;structures/arithmétique;caractérisation d'un sous-espace vectoriel;0;;
11;structures/arithmétique;caractérisation d'un sous-groupe;0;A est un sous-groupe de (E, Δ) groupe si: \n - A ⊂ E \n - 0E ∈ A \n - ∀ x ∈ A, x⁻¹ ∈ A \n -  ∀ (x, y) ∈ A², x Δ y ∈ A;
11;structures/arithmétique;définition d'un idéal d'un anneau commutatif;0;;
11;structures/arithmétique;définition d'une application linéaire;0;;
11;structures/arithmétique;définition d'un morphisme de groupes;0;;
11;structures/arithmétique;définition d'un morphisme d'algèbres;0;;
11;structures/arithmétique;sous-groupes de (ℤ,+) ?;0;;
11;structures/arithmétique;quelle structure a l'ensemble des inversibles d'un anneau ?;0;;
11;structures/arithmétique;quels sont les générateurs du groupe (ℤ/nℤ,+) ?;0;;
11;structures/arithmétique;quels sont les idéaux de ℤ ?;0;;
11;structures/arithmétique;quel est l'ordre dans le groupe GL_n(IK) d'une matrice de symétrie ?;0;;
11;structures/arithmétique;quel est l'ordre dans le groupe O_2(ℝ) d'une matrice de rotation d'angle 2*pi/n ?;0;;
11;structures/arithmétique;quels sont les idéaux de K[X] ?;0;;
11;structures/arithmétique;définition du pgcd de 2 nombres;0;Si a et b non nul, pgcd(a, b) = min((aℤ + bℤ) ∩ ℕ*);
11;structures/arithmétique;définition du ppcm de 2 nombres;0;Si a et b non nul, ppcm(a, b) = min(aℤ ∩ bℤ ∩ ℕ*), si a ou b = 0 alors ppcm(a, b) = 0;
11;structures/arithmétique;définition du pgcd de n nombres;0;;
11;structures/arithmétique;relation entre pgcd et ppcm pour 2 entiers a et b ?;0;;
11;structures/arithmétique;théorème de Beℤout pour les entiers;0;;
11;structures/arithmétique;théorème de Gauss pour les entiers;0;Soient a et b deux entiers premiers entre eux et c un entier tel que a | bc alors a | c;
11;structures/arithmétique;comment trouver une relation de Beℤout entre 49 et 15  (sans calculatrice) ?;0;;
11;structures/arithmétique;si l'on possède une relation de Beℤout entre 2 entiers a et b, comment trouver toutes les relations de Beℤout entre a et b ensuite ?;0;;
13;groupes monogènes;définition de l'ordre d'un élément dans un groupe;0;;
13;groupes monogènes;dans un groupe fini, que peut-on dire de l'ordre d'un élément de ce groupe ?;0;;
13;groupes monogènes;définition d'un groupe monogène;0;;
13;groupes monogènes;définition d'un groupe cyclique;0;;
13;groupes monogènes;(ℤ,+) est-il un groupe cyclique ?;0;;
13;groupes monogènes;citer un exemple de groupe monogène infini et un exemple de groupe cyclique;0;;
13;groupes monogènes;comment calculer en pratique l'ordre d'un élément dans un groupe ?;0;;
13;groupes monogènes;si x est un élément d'ordre 3 dans un groupe (G,*), alors x^3=1;0;;
13;groupes monogènes;si x est un élément d'ordre 3 dans un groupe (G,*), alors x^4=x;0;;
13;groupes monogènes;si x est un élément dans un groupe (G,*) tel que x^4=1, alors x est d'ordre 4 ?;0;;
13;groupes monogènes;définition des éléments de ℤ/nℤ;0;;
13;groupes monogènes;définition de la relation de congruence ""modulo n"" dans ℤ;0;;
13;groupes monogènes;que signifie que la relation de congruence ""modulo n"" est compatible avec les lois + et * dans ℤ ?;0;;
13;groupes monogènes;structure de ℤ/nℤ ?;0;;
13;groupes monogènes;condition pour que ℤ/nℤ soit un corps ?;0;n ∈ ℙ;
13;groupes monogènes;éléments inversibles de ℤ/nℤ ?;0;;
13;groupes monogènes;structure de l'ensemble des éléments inversibles de l'anneau ℤ/nℤ ?;0;;
13;groupes monogènes;nombre d'éléments inversibles de l'anneau ℤ/nℤ ?;0;;
13;groupes monogènes;générateurs du groupe (ℤ/nℤ,+) ?;0;;
13;groupes monogènes;reste de la division euclidienne de 2019^(2020) par 6 ?;0;;
13;groupes monogènes;définition de la fonction indicatrice d'Euler (dans ℤ/nℤ);0;;
13;groupes monogènes;comment calculer phi(n) où phi est la fonction indicatrice d'Euler et n un entier ?;0;;
13;groupes monogènes;petit théorème de Fermat (pour les entiers);0;;
13;groupes monogènes;théorème chinois (pour les entiers);0;;
13;groupes monogènes;comment résoudre dans ℤ un système de congruence (x=a [p] et x=b [q]) avec p et q premiers entre eux ?;0;;
12;réduction;définition vecteur propre;0;;
12;réduction;définition sous-espace propre;0;;
12;réduction;définition valeur propre;0;;
12;réduction;0 est valeur propre de u ssi ... ?;0;;
12;réduction;définition du polynôme minimal ?;0;;
12;réduction;structure de l'ensemble des polynômes annulateurs d'une matrice ?;0;;
12;réduction;rapport entre polynôme minimal et polynôme annulateur ?;0;;
12;réduction;rapport entre spectre et racines du polynôme caractéristique ?;0;;
12;réduction;pourquoi en dimension finie n'y a t'il qu'un nombre fini de valeurs propres ?;0;;
12;réduction;exemple d'endomorphisme ou de matrice réelle qui n'a pas de valeur propre réelle;0;;
12;réduction;coefficients en X^n, X^(n-1) et X^0 du polynôme caractéristique ?;0;;
12;réduction;que dire des valeurs propres de la transposée ?;0;;
12;réduction;Lemme des noyaux (en réduction);0;;
12;réduction;polynôme minimal d'une homothétie ?;0;soit λ le rapport de l'homothétie, le polynôme minimal est X - λ;
12;réduction;polynôme minimal d'une symétrie ?;0;;
12;réduction;polynôme minimal d'un projecteur ?;0;Soit p le projecteur, si p = 0 alors c'est X si p = Id alors c'est X - 1, sinon c'est X(X - 1);
12;réduction;lien entre le degré du polynôme minimal d'un endomorphisme u et la dimension de K[u];0; égalité;
12;réduction;comment calculer en pratique les puissances d'une matrice dont on possède un polynôme annulateur ?;0;;
12;réduction;que peut-on dire de la somme des sous-espaces propres d'un endomorphisme ?;0;;
12;réduction;dimension s.e.p. et multiplicité ?;0;;
12;réduction;CNS diagonalisation par polynôme caractéristique;0;;
12;réduction;polynôme caractéristique scindé à racines simples ssi diagonalisable ?;0;;
12;réduction;que dire d'un endomorphisme diagonalisable avec une seule v.a.p. ?;0;;
12;réduction;rapport entre polynôme minimal et polynôme caractéristique ?;0;;
12;réduction;un projecteur est toujours diagonalisable ?;0;;
12;réduction;une symétrie est toujours diagonalisable ?;0;;
12;réduction;que peut-on dire du polynôme caractéristique d'un endomorphisme induit ?;0;;
12;réduction;2 matrices semblables ont-elles le même polynôme minimal ? Et pourquoi ?;0;;
12;réduction;CNS trigonalisation par polynôme caractéristique;0;;
12;réduction;comment trigonaliser en pratique ?;0;;
12;réduction;CNS diagonalisation par polynôme annulateur;0;;
12;réduction;CNS diagonalisation par polynôme minimal;0;;
12;réduction;rapport entre spectre et racines d'un polynôme annulateur ?;0;;
12;réduction;rapport entre spectre et racines du polynôme minimal ? ;0;Il y a égalité;
12;réduction;définition d'un sous-espace caractéristique d'un endomorphisme en dimension finie ?;0;;
12;réduction;dimension d'un sous-espace caractéristique d'un endomorphisme en dimension finie ?;0;;
12;réduction;que peut-on dire de la somme des sous-espaces caractéristiques d'un endomorphisme ? Sous quelles hypothèses ?;0;;
14;suites/séries de fonctions;définition CVS et CVU d'une suite (f_n) de fonctions;0;;
14;suites/séries de fonctions;comment montrer en pratique la CVU d'une suite de fonctions ?;0;;
14;suites/séries de fonctions;comment montrer en pratique la non CVU d'une suite de fonctions ?;0;;
14;suites/séries de fonctions;théorème de continuité pour une suite de fonctions;0;;
14;suites/séries de fonctions;théorème de double limite pour une suite de fonctions;0;;
14;suites/séries de fonctions;théorème d'intégration pour une suite de fonctions (par CVU);0;;
14;suites/séries de fonctions;théorème de classe C^1 pour une suite de fonctions;0;;
14;suites/séries de fonctions;théorème de classe C^k pour une suite de fonctions;0;;
14;suites/séries de fonctions;définition CVS et CVU d'une série de fonctions;0; Σ u_n CVS si ∀x∈A, Σ u_n(x) CV, i.e. (S_n) CVS \n Σ u_n CVU si (S_n) CVU sur A;
14;suites/séries de fonctions;définition CVN d'une série de fonctions;0;;
14;suites/séries de fonctions;rapport entre CVS, CU et CVN pour une série de fonctions;0;;
14;suites/séries de fonctions;comment montrer en pratique la CVU d'une série de fonctions (termes tous positifs) ?;0;;
14;suites/séries de fonctions;théorème de continuité pour une série de fonctions ;0;;
14;suites/séries de fonctions;théorème de double limite("échange série limite") pour une série de fonctions;0;;
14;suites/séries de fonctions;théorème d'intégration pour une série de fonctions (par CVU);0;;
14;suites/séries de fonctions;théorème de classe C^1 pour une série de fonctions;0;;
14;suites/séries de fonctions;théorème de classe C^k pour une série de fonctions;0;;
